Population,Stat Area,CU,Year,Original Escapement Estimate,Database Estimate,Recommended Estimate,# Surveys Used in Estimate,Analysis Method (Pre 2004),Analysis Reliability (Pre 2004),Annual Est. Method,Annual Est. Classification,Recommended Method,Recommended Classification,Peak Timing Covered? (Y/N) (Peak Time),QA Comments,Annual Est. Rationale,AUC Recalculation,# of Surveys
cascade,8,northern_coastal,2009,400,400,400,1,,,1,5,,,Y (NOV B),"Coho were observed in 4/8 SILs (Sep 11, 22, Nov 13, 24), estimate reliability and fish countability scores seem decent. Peak timing is indicated in the SEN as NOV B, during which there was a survey conducted (13 Nov). SEN comments indicate the annual estimate (400) was generated from 24 Nov helicopter flight, however, it seems more likely from the SILs that the primary survey used to create the estimate was a helicopter flight on 13 Nov. This also aligns better with the estimate method listed as ""Peak Live Plus Dead"". The annual estimate matches the estimated escapement to date listed on both the 13 and 24 Nov SILs. Likely classified as Low Resolution due to long period of time between critical surveys (e.g. 22 Sep - 13 Nov). ","
Coho were seen twice, with a maximum walk estimate of 120 and a helicopter flight estimate of 400.",N/A,10
cascade,8,northern_coastal,2010,200,200,200,1,,,1,4,,,N (NOV),"Coho were observed in 7/9 SILs (Aug 21, Sep 1, 9, 19, 30, Oct 26, 28). Peak timing is not indicated in the SEN. Using the stream catalogue, peak spawning is estimated as NOV, at which point the survey period had ended. The annual estimate (200) was generated from 19 Sep inspection (AnnualEstRationale). This estimate matches the Coho Adult Live Estimated Total listed on the corresponding SIL. For inspections when coho were observed, conditions seem decent overall, likely classified as Medium Resolution due to missing peak and end surveys.",Coho were seen on 7 occasions and unattended redds were noted on the last walk. The September 19 inspection recorded good conditions (counted 191 coho and estimated 200 with medium reliability). No carcasses were seen. This number is entered above and should be considered a conservative estimate although four later inspections (with long periods between) counted less coho.,N/A,9
cascade,8,northern_coastal,2011,100,100,100,1,,,1,5,,,Y (NOV),"Coho were observed in 2/5 SILs (Nov 8, 16). Peak timing is not indicated on the SEN. Using the stream catalogue, peak spawning is estimated as NOV. Since there were two surveys conducted in Nov, it seems likely that peak was captured this season. The annual estimate (100) seems to have been generated from 16 Nov inspection, corresponding to the estimated escapement to date indicated as 104 on the SIL. Low Resolution is likely an appropriate classification due to few surveys with coho counted and potentially poor survey conditions.","Coho - Estimate is likely low but does reflect that returns were  poor to this system, unlike most other streams in the the area for 2011.",N/A,5
cascade,8,northern_coastal,2012,100,100,100,5,,,5,5,,,Y (NOV),"Coho were observed in 5/5 SILs (Aug 20, 31, Sep 14, 25, Nov 25). Peak timing is not indicated in the SEN. Using the stream catalogue, peak spawning is estimated as NOV, during which there was a survey conducted (25 Nov). The annual estimate (100) was generated based on run timing (AnnualEstRationale), but it is unclear how this was done. Additionally, the final SIL (25 Nov) lists the estimated escapement to date as 65. All but the final survey seem to have been conducted in good viewing conditions. Likely classified as Low Resolution due to poor conditions on the peak survey (25 Nov) and long time between critical surveys (e.g. 25 Sep - 25 Nov).","Coho were seen on all five walks. The high count of 52 coho was made on September 14 but there were still 30 live, 12 dead and 10 unaccompanied redds estimated on November 25. A residency time was difficult to estimate and there were gaps in inspections making the annual estimation difficult to formalize. Reliability is low, however an estimate was made based on run timing which is thought to be similar to Elcho Harbour Creek.",N/A,5
cascade,8,northern_coastal,2013,180,180,180,1,,,5,5,,,N (NOV A),"Coho were observed in 4/5 SILs (Sep 7, 15, 26, Nov 23). Peak timing is indicated in the SEN as NOV A, during which there were no surveys. It seems unlikely that peak was captured this season. The annual estimate (180) was generated as an Expert Opinion based primarily on the final inspection on 23 Nov (AnnualEstRationale). This estimate matches the estimated escapement to date listed on the corresponding SIL. All but the final survey seem to have been conducted in reasonable viewing conditions. Likely classified as Low Resolution due to poor conditions on the final survey (23 Nov) and long time between critical surveys (e.g. 26 Sep - 23 Nov).","Coho were seen 4 times, the last late-season walk specifically targeted coho but mostly saw unaccompanied redds (87). Carcasses (100 estimated) were also seen and 4 live coho were estimated. The coho annual escapement is an expert opinion, derived mostly from this last walk and should be considered a minimum.",N/A,5
cascade,8,northern_coastal,2014,200,200,200,1,,,1,5,,,N (NOV C),"Coho were observed in 3/4 SILs (Aug 28, Sep 23, Nov 16). Peak timing is indicated in the SEN as NOV C, at which point the survey period had ended. The annual estimate (200) was generated as an Expert Opinion based primarily on the final inspection on 16 Nov (AnnualEstRationale), matching the estimated escapement to date listed on the corresponding SIL. All surveys seem to have been conducted in decent viewing conditions. Likely classified as Low Resolution due to long time between critical surveys (e.g. 23 Sep - 16 Nov) and missed peak survey.",The coho estimate is a conservative expert opinion based mostly on the last walk of November 16.,N/A,4
cascade,8,northern_coastal,2015,290,290,290,1,,,5,5,,,N (NOV A),"Coho were observed in 4/5 SILs (Aug 15, 26, Sep 6, 17, Nov 22). Peak timing is indicated in the SEN as NOV A, during which no surveys were conducted. The annual estimate (290) was generated from a combination of unaccompanied redds and adult live estimates from the final inspection on 22 Nov, though it is noted to be relatively unreliable (AnnualEstRationale). This estimate matches the estimated escapement to date listed on the corresponding SIL. In general, survey conditions this year seem to have been less than ideal. Likely classified as Low Resolution due to poor viewing conditions and long time between critical surveys (e.g. 17 Sep - 22 Nov).","The last walk, which was specific to coho escapements, allowed the making of an annual coho estimate, though in is relatively unreliable. 

Coho were also seen on all the walks. The annual estimate is a compilation of unaccompanied redds and live estimates from the last walk of November 22. ",N/A,5
cascade,8,northern_coastal,2016,NA,A/P,A/P,2,,,,6,,,N (NOV A),"Coho were observed in 2/3 SILs (Sep 21, Nov 29). Peak timing is indicated in the SEN as NOV A, during which no surveys were conducted. Classified as Presence / Absence Category Only because of the long period of time between surveys and missed peak survey (reportedly by approx. 3 weeks). See AnnualEstRationale for more information.","There were 3 inspections of Cascade River this year, all were by CP; one of these, the last, was a late-season walk, targeting coho.

Coho were seen twice, on both last walks. The time between these last two walks spans over 2 months (September 21 to November 29) and the peak of spawn was missed (apparently by about 3 weeks). On September 21, 160 total coho were estimated; by November 29, 10 coho plus 2 carcasses and 40 redds were estimated (for a one-day total of 92 coho. Given the large time span between these walks, the annual coho escapement estimate is probably a minimum of the addition of these two walk estimates-- a total of approximately 250 coho-- however, there is sufficient uncertainty in the total to put some doubt as to its validity (considering the peak of the run was missed and the length of time between walks) and so there is no annual estimate for coho. ",N/A,3
cascade,8,northern_coastal,2017,NA,A/P,A/P,1,,,,6,,,N (NOV),"Coho were observed in 1/2 SILs (Sep 3). Peak timing is not indicated in the SEN. Using the stream catalogue, peak spawning is estimated as NOV, at which point the survey period had ended. Classified as Presence / Absence Category Only because of lack of data and poor survey conditions. The surveyors note, however, that this is not necessarily indicative of a poor return year.","Additional walks targeting coho were planned for this (and other) creek(s) but were not possible due to other priorities. Coho were only seen the once, on September 3, the second walk date, when 2 were seen in the ocean and 1 instream. Coho visibility was difficult and countability of coho poor in the schools of other species, so these low numbers may not be indicative of a poor coho run. ",N/A,2
cascade,8,northern_coastal,2018,35,35,A/P,1,,,5,5,,6,N (NOV A),"Coho were observed in 2/3 SILs (Aug 25, Oct 16). Peak timing is indicated in the SEN as NOV A, during which there were no surveys. The annual estimate (35) was generated from the 16 Oct inspection (AnnualEstRationale) where the estimated escapement to date is listed as 34 (not including one jack). Note that the provided annual estimate (35) does not seem to be expanded to account for observer efficiency. Likely classified as Low Resolution due to the long period of time between critical surveys (e.g. 16 Oct - 1 Dec) and poor fish countability conditions on the 16 Oct inspection. Recommend changing annual estimate to A/P due to poor survey conditions and incomplete survey coverage of run timing.","Coho were seen on the first walk only as ocean holding fish and on the second there were 34 live coho and 1 jack. Spawning had not begun by the date of this walk, October 16th, but it looked imminant. On the last walk of December 1, no adult coho were seen. ",N/A,3
cascade,8,northern_coastal,2019,115,115,115,2,,,5,4,,,Y (NOV B),"Coho were observed in 3/4 SILs (Sep 6, Oct 17, Nov 20). Peak timing is indicated in the SEN as NOV B, during which there was a survey conducted (20 Nov). The annual estimate (115) was generated primarily from the 20 Nov helicopter inspection, but accounts for the portion of Coho seen on 27 Oct that were expected to spawn (AnnualEstRationale). This estimate matches the estimated escapement to date listed on the 20 Nov SIL. Likely classified as Medium Resolution due to variable viewing conditions and estimate reliability. See AnnualEstRationale for more information.","There were 4 inspections of the Cascade River this year, all were by CP. The last was a helicopter flight examination, was done on November 20th and was specifially targeted to coho. 

Coho were seen on the 2 walks and the last inspection, a helicopter flight. The annual estimate is the last inspection helicopter flight estimate with half of the last walk estimate number added, the number which is thought to have spawned. It should be noted that the LH Fork is not normally inspected very far upstream as it used to be more glacially silted and is often very high and opaque (glacial melt) and fish were mostly invisible and few. In addition, the creek is long and additional mileage often difficult to fit into the day. It is felt that 7 of the coho in the LH Fork helicopter flight would normally not have been seen, seeing as they were so far upstream in the LH Fork. ",N/A,4
