SEASON,Logistical_Area,Year,MONTH,AREA,METHOD,ITEM_GROUP,Item,ADIPOSE_MODIFIER,Disposition,RETAINABLE,ESTIMATE,VARIANCE,UNITS,BCF,BCF_SD,ESTIMATE_CAL,VARIANCE_CAL,UNITS_CAL,SE_CAL,CALIBRATED,PROP_GUIDED,PROP_LODGE,PROP_RESIDENT
2024-2025,Campbell River,2025,1,Area 13,Angling from boat,HALIBUT,Halibut,Not Applicable,Kept,Legal Size,0,0,Pieces,1.05829,0.092467499,0,0,Pieces,0,Yes,0,0,0
2024-2025,Campbell River,2025,1,Area 13,Angling from boat,HALIBUT,Halibut,Not Applicable,Released,Unspecified,0,0,Pieces,1.33711,0.235809154,0,0,Pieces,0,Yes,0,0,0
2024-2025,Campbell River,2025,1,Area 13,Angling from boat,LINGCOD,Lingcod,Not Applicable,Kept,Legal Size,0,0,Pieces,1.18745,0.105912586,0,0,Pieces,0,Yes,0,0,0
2024-2025,Campbell River,2025,1,Area 13,Angling from boat,LINGCOD,Lingcod,Not Applicable,Released,Unspecified,191.6194399,36143.15142,Pieces,0.76898,0.05721003,249.18651,61465.45795,Pieces,247.92228,Yes,0,0,1
2024-2025,Campbell River,2025,1,Area 13,Angling from boat,SALMON,Unknown Salmonid,Not Applicable,Released,Unspecified,1.908602151,1.734160018,Pieces,NA,NA,1.908602151,1.73416,Pieces,1.31688,No,0,0,0
2024-2025,Campbell River,2025,1,Area 14,Angling from boat,ROCKFISH,Black,Not Applicable,Released,Unspecified,4.470588235,11.0449827,Pieces,1.37359,0.178844429,3.25467,6.03355,Pieces,2.45633,Yes,0,0,1
2024-2025,Campbell River,2025,1,Area 14,Angling from boat,SALMON,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),264.8455198,24608.17491,Pieces,0.91017,0.031935847,290.98467,29809.57357,Pieces,172.65449,Yes,0.01724,0,1
2024-2025,Campbell River,2025,1,Area 14,Angling from boat,SALMON,Chinook,Adipose Marked,Released,Legal Size (All or Lower),70.62694288,4029.880526,Pieces,0.74061,0.042532353,95.3632,7377.04364,Pieces,85.88972,Yes,0.03233,0,1
2024-2025,Campbell River,2025,1,Area 14,Angling from boat,SALMON,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),68.43956266,4027.625036,Pieces,0.91017,0.031935847,75.19426,4868.8385,Pieces,69.77706,Yes,0,0,1
2024-2025,Campbell River,2025,1,Area 14,Angling from boat,SALMON,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),259.9631747,40150.23778,Pieces,0.74061,0.042532353,351.01224,73605.99924,Pieces,271.30426,Yes,0,0,1
2024-2025,Campbell River,2025,1,Area 14,Angling from boat,SALMON,Chinook,Not Applicable,Released,Sublegal Size,1184.14372,387175.5837,Pieces,0.74061,0.042532353,1598.87622,714307.8535,Pieces,845.16735,Yes,0.0282,0,0.97759
2024-2025,Campbell River,2025,1,Area 14,Angling from boat,SALMON,Chinook,Not Checked,Kept,Legal Size (All or Lower),5.821669559,8.373617825,Pieces,0.91017,0.031935847,6.39624,10.15844,Pieces,3.18723,Yes,0.60781,0,0.39219
2024-2025,Campbell River,2025,1,Area 14,Angling from boat,SALMON,Chinook,Not Checked,Released,Legal Size (All or Lower),4.56641604,11.71932337,Pieces,0.74061,0.042532353,6.16575,21.49139,Pieces,4.63588,Yes,0,0,1
2024-2025,Campbell River,2025,1,Area 14,Angling from boat,SALMON,Coho,Adipose Marked,Kept,Legal Size,0,0,Pieces,0.91962,0.042070774,0,0,Pieces,0,Yes,0,0,0
2024-2025,Campbell River,2025,1,Area 14,Angling from boat,SALMON,Coho,Adipose Marked,Released,Unspecified,581.564202,325301.9481,Pieces,0.87027,0.039229669,668.25721,430422.7203,Pieces,656.06609,Yes,0,0,1
2024-2025,Campbell River,2025,1,Area 14,Angling from boat,SALMON,Coho,Not Adipose Marked,Kept,Legal Size,0,0,Pieces,0.91962,0.042070774,0,0,Pieces,0,Yes,0,0,0
2024-2025,Campbell River,2025,1,Area 14,Angling from boat,SALMON,Coho,Not Adipose Marked,Released,Unspecified,134.4521756,16088.47406,Pieces,0.87027,0.039229669,154.49478,21291.05961,Pieces,145.91456,Yes,0,0,1
2024-2025,Campbell River,2025,1,Area 14,Angling from boat,SALMON,Coho,Not Checked,Kept,Legal Size,0,0,Pieces,0.91962,0.042070774,0,0,Pieces,0,Yes,0,0,0
2024-2025,Campbell River,2025,1,Area 14,Angling from boat,SALMON,Coho,Not Checked,Released,Unspecified,196.137942,36148.84249,Pieces,0.87027,0.039229669,225.37597,47832.65691,Pieces,218.70678,Yes,0,0,1
2024-2025,Campbell River,2025,1,Area 14,Angling from boat,ROCKFISH,Copper,Not Applicable,Released,Unspecified,127.7462932,16063.62285,Pieces,NA,NA,127.7462932,16063.62285,Pieces,126.74235,No,0,0,1
2024-2025,Campbell River,2025,1,Area 14,Angling from boat,EFFORT,Adult effort,Not Applicable,N/A,N/A,1321.613112,278483.552,Fisher days,1.74168,0.056963707,758.81512,92420.18748,Boat trips,304.00689,Yes,0.00859,0,0.99866
2024-2025,Campbell River,2025,1,Area 14,Angling from boat,EFFORT,Juvenile effort,Not Applicable,N/A,N/A,321.6489411,100400.5727,Fisher days,1.74168,0.056963707,184.6774,33134.3081,Boat trips,182.02832,Yes,0,0,1
2024-2025,Campbell River,2025,1,Area 14,Angling from boat,HALIBUT,Halibut,Not Applicable,Kept,Legal Size,0,0,Pieces,1.05829,0.092467499,0,0,Pieces,0,Yes,0,0,0
2024-2025,Campbell River,2025,1,Area 14,Angling from boat,HALIBUT,Halibut,Not Applicable,Released,Unspecified,0,0,Pieces,1.33711,0.235809154,0,0,Pieces,0,Yes,0,0,0
2024-2025,Campbell River,2025,1,Area 14,Angling from boat,LINGCOD,Lingcod,Not Applicable,Kept,Legal Size,0,0,Pieces,1.18745,0.105912586,0,0,Pieces,0,Yes,0,0,0
2024-2025,Campbell River,2025,1,Area 14,Angling from boat,LINGCOD,Lingcod,Not Applicable,Released,Unspecified,328.4985652,52190.48425,Pieces,0.76898,0.05721003,427.1874,89269.52335,Pieces,298.78006,Yes,0.0139,0,1
2024-2025,Campbell River,2025,1,Area 14,Angling from boat,FINFISH,Pacific cod,Not Applicable,Released,Unspecified,63.87314662,4015.905713,Pieces,0.57869,0.142980388,110.37541,12735.71163,Pieces,112.85261,Yes,0,0,1
2024-2025,Campbell River,2025,1,Area 14,Angling from boat,SALMON,Pink,Not Applicable,Released,Unspecified,192.5878877,35934.56718,Pieces,1.83591,0.165972944,104.90051,10751.22185,Pieces,103.6881,Yes,0,0,1
2024-2025,Campbell River,2025,1,Area 14,Angling from boat,ROCKFISH,Quillback,Not Applicable,Released,Unspecified,63.87314662,4015.905713,Pieces,1.64474,0.198483842,38.8348,1506.49339,Pieces,38.81357,Yes,0,0,1
2024-2025,Campbell River,2025,1,Area 14,Angling from boat,ROCKFISH,Yelloweye,Not Applicable,Released,Unspecified,4.56641604,11.71932337,Pieces,2.94546,0.531312601,1.55032,1.42902,Pieces,1.19542,Yes,0,0,1
2024-2025,Campbell River,2025,1,Area 14,Angling from boat,FINFISH,all flatfish but halibut,Not Applicable,Kept,Legal Size,127.7462932,16063.62285,Pieces,NA,NA,127.7462932,16063.62285,Pieces,126.74235,No,0,0,1
2024-2025,Sunshine Coast,2025,1,Area 15,Angling from boat,SALMON,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),68.43956266,4021.750652,Pieces,0.91017,0.031935847,75.19426,4861.74734,Pieces,69.72623,Yes,0,0,1
2024-2025,Sunshine Coast,2025,1,Area 15,Angling from boat,SALMON,Chinook,Adipose Marked,Released,Legal Size (All or Lower),0,0,Pieces,0.74061,0.042532353,0,0,Pieces,0,Yes,0,0,0
2024-2025,Sunshine Coast,2025,1,Area 15,Angling from boat,SALMON,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),66.4791706,3995.659517,Pieces,0.91017,0.031935847,73.04039,4829.8588,Pieces,69.49719,Yes,0,0,1
2024-2025,Sunshine Coast,2025,1,Area 15,Angling from boat,SALMON,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),32.09798129,998.1824216,Pieces,0.74061,0.042532353,43.33992,1826.02473,Pieces,42.73201,Yes,0,0,1
2024-2025,Sunshine Coast,2025,1,Area 15,Angling from boat,SALMON,Chinook,Not Applicable,Released,Sublegal Size,140.482923,16101.12538,Pieces,0.74061,0.042532353,189.68543,29473.32865,Pieces,171.67798,Yes,0,0,1
2024-2025,Sunshine Coast,2025,1,Area 15,Angling from boat,SALMON,Chinook,Not Checked,Kept,Legal Size (All or Lower),0,0,Pieces,0.91017,0.031935847,0,0,Pieces,0,Yes,0,0,0
2024-2025,Sunshine Coast,2025,1,Area 15,Angling from boat,SALMON,Chinook,Not Checked,Released,Legal Size (All or Lower),0,0,Pieces,0.74061,0.042532353,0,0,Pieces,0,Yes,0,0,0
2024-2025,Sunshine Coast,2025,1,Area 15,Angling from boat,SALMON,Coho,Adipose Marked,Kept,Legal Size,0,0,Pieces,0.91962,0.042070774,0,0,Pieces,0,Yes,0,0,0
2024-2025,Sunshine Coast,2025,1,Area 15,Angling from boat,SALMON,Coho,Adipose Marked,Released,Unspecified,0,0,Pieces,0.87027,0.039229669,0,0,Pieces,0,Yes,0,0,0
2024-2025,Sunshine Coast,2025,1,Area 15,Angling from boat,SALMON,Coho,Not Adipose Marked,Kept,Legal Size,0,0,Pieces,0.91962,0.042070774,0,0,Pieces,0,Yes,0,0,0
2024-2025,Sunshine Coast,2025,1,Area 15,Angling from boat,SALMON,Coho,Not Adipose Marked,Released,Unspecified,0,0,Pieces,0.87027,0.039229669,0,0,Pieces,0,Yes,0,0,0
2024-2025,Sunshine Coast,2025,1,Area 15,Angling from boat,SALMON,Coho,Not Checked,Kept,Legal Size,0,0,Pieces,0.91962,0.042070774,0,0,Pieces,0,Yes,0,0,0
2024-2025,Sunshine Coast,2025,1,Area 15,Angling from boat,SALMON,Coho,Not Checked,Released,Unspecified,0,0,Pieces,0.87027,0.039229669,0,0,Pieces,0,Yes,0,0,0
2024-2025,Sunshine Coast,2025,1,Area 15,Angling from boat,EFFORT,Adult effort,Not Applicable,N/A,N/A,171.4980897,17077.86632,Fisher days,1.74168,0.056963707,98.46705,5640.22223,Boat trips,75.10141,Yes,0,0,0.98887
2024-2025,Sunshine Coast,2025,1,Area 15,Angling from boat,HALIBUT,Halibut,Not Applicable,Kept,Legal Size,0,0,Pieces,1.05829,0.092467499,0,0,Pieces,0,Yes,0,0,0
2024-2025,Sunshine Coast,2025,1,Area 15,Angling from boat,HALIBUT,Halibut,Not Applicable,Released,Unspecified,0,0,Pieces,1.33711,0.235809154,0,0,Pieces,0,Yes,0,0,0
2024-2025,Sunshine Coast,2025,1,Area 15,Angling from boat,LINGCOD,Lingcod,Not Applicable,Kept,Legal Size,0,0,Pieces,1.18745,0.105912586,0,0,Pieces,0,Yes,0,0,0
2024-2025,Sunshine Coast,2025,1,Area 15,Angling from boat,LINGCOD,Lingcod,Not Applicable,Released,Unspecified,4.56641604,5.844938917,Pieces,0.76898,0.05721003,5.93828,10.07957,Pieces,3.17483,Yes,0,0,1
2024-2025,Sunshine Coast,2025,1,Area 15,Angling from boat,ROCKFISH,Yelloweye,Not Applicable,Released,Unspecified,2.28320802,2.929830843,Pieces,2.94546,0.531312601,0.77516,0.35726,Pieces,0.59771,Yes,0,0,1
2024-2025,Sunshine Coast,2025,1,Area 16,Angling from boat,SALMON,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),49.2967581,2331.576843,Pieces,0.91017,0.031935847,54.16214,2818.13397,Pieces,53.0861,Yes,0,0,1
2024-2025,Sunshine Coast,2025,1,Area 16,Angling from boat,SALMON,Chinook,Adipose Marked,Released,Legal Size (All or Lower),172.5386534,28561.81633,Pieces,0.74061,0.042532353,232.9683,52251.29029,Pieces,228.58541,Yes,0,0,1
2024-2025,Sunshine Coast,2025,1,Area 16,Angling from boat,SALMON,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),110.2349286,6248.89431,Pieces,0.91017,0.031935847,121.11466,7561.30331,Pieces,86.95575,Yes,0.01731,0.01731,0.98269
2024-2025,Sunshine Coast,2025,1,Area 16,Angling from boat,SALMON,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),2.28320802,2.929830843,Pieces,0.74061,0.042532353,3.08287,5.37285,Pieces,2.31794,Yes,0,0,1
2024-2025,Sunshine Coast,2025,1,Area 16,Angling from boat,SALMON,Chinook,Not Applicable,Released,Sublegal Size,431.5358125,145585.5683,Pieces,0.74061,0.042532353,582.67619,266543.1168,Pieces,516.27814,Yes,0,0,1
2024-2025,Sunshine Coast,2025,1,Area 16,Angling from boat,SALMON,Chinook,Not Checked,Kept,Legal Size (All or Lower),0,0,Pieces,0.91017,0.031935847,0,0,Pieces,0,Yes,0,0,0
2024-2025,Sunshine Coast,2025,1,Area 16,Angling from boat,SALMON,Chinook,Not Checked,Released,Legal Size (All or Lower),0,0,Pieces,0.74061,0.042532353,0,0,Pieces,0,Yes,0,0,0
2024-2025,Sunshine Coast,2025,1,Area 16,Angling from boat,SALMON,Coho,Adipose Marked,Kept,Legal Size,0,0,Pieces,0.91962,0.042070774,0,0,Pieces,0,Yes,0,0,0
2024-2025,Sunshine Coast,2025,1,Area 16,Angling from boat,SALMON,Coho,Adipose Marked,Released,Unspecified,566.9127182,308351.0375,Pieces,0.87027,0.039229669,651.42165,407996.2902,Pieces,638.74587,Yes,0,0,1
2024-2025,Sunshine Coast,2025,1,Area 16,Angling from boat,SALMON,Coho,Not Adipose Marked,Kept,Legal Size,0,0,Pieces,0.91962,0.042070774,0,0,Pieces,0,Yes,0,0,0
2024-2025,Sunshine Coast,2025,1,Area 16,Angling from boat,SALMON,Coho,Not Adipose Marked,Released,Unspecified,369.7256858,68120.03019,Pieces,0.87027,0.039229669,424.84021,90309.63543,Pieces,300.51562,Yes,0,0,1
2024-2025,Sunshine Coast,2025,1,Area 16,Angling from boat,SALMON,Coho,Not Checked,Kept,Legal Size,0,0,Pieces,0.91962,0.042070774,0,0,Pieces,0,Yes,0,0,0
2024-2025,Sunshine Coast,2025,1,Area 16,Angling from boat,SALMON,Coho,Not Checked,Released,Unspecified,0,0,Pieces,0.87027,0.039229669,0,0,Pieces,0,Yes,0,0,0
2024-2025,Sunshine Coast,2025,1,Area 16,Angling from boat,EFFORT,Adult effort,Not Applicable,N/A,N/A,310.0330653,17478.172,Fisher days,1.74168,0.056963707,178.00805,5795.70986,Boat trips,76.12956,Yes,0.00616,0.00616,0.99384
2024-2025,Sunshine Coast,2025,1,Area 16,Angling from boat,HALIBUT,Halibut,Not Applicable,Kept,Legal Size,0,0,Pieces,1.05829,0.092467499,0,0,Pieces,0,Yes,0,0,0
2024-2025,Sunshine Coast,2025,1,Area 16,Angling from boat,HALIBUT,Halibut,Not Applicable,Released,Unspecified,0,0,Pieces,1.33711,0.235809154,0,0,Pieces,0,Yes,0,0,0
2024-2025,Sunshine Coast,2025,1,Area 16,Angling from boat,LINGCOD,Lingcod,Not Applicable,Kept,Legal Size,0,0,Pieces,1.18745,0.105912586,0,0,Pieces,0,Yes,0,0,0
2024-2025,Sunshine Coast,2025,1,Area 16,Angling from boat,LINGCOD,Lingcod,Not Applicable,Released,Unspecified,96.29394387,8983.641794,Pieces,0.76898,0.05721003,125.22295,15279.05085,Pieces,123.60846,Yes,0,0,1
2024-2025,Nanaimo,2025,1,Area 17,Angling from boat,SALMON,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),13.69924812,17.35814354,Pieces,0.91017,0.031935847,15.05131,21.23249,Pieces,4.60787,Yes,1,0,1
2024-2025,Nanaimo,2025,1,Area 17,Angling from boat,SALMON,Chinook,Adipose Marked,Released,Legal Size (All or Lower),6.84962406,14.61970868,Pieces,0.74061,0.042532353,9.24862,26.93593,Pieces,5.18998,Yes,1,0,1
2024-2025,Nanaimo,2025,1,Area 17,Angling from boat,SALMON,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),14.97192383,22.88297399,Pieces,0.91017,0.031935847,16.44959,27.95592,Pieces,5.28734,Yes,0.4575,0,1
2024-2025,Nanaimo,2025,1,Area 17,Angling from boat,SALMON,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),2.28320802,2.929830843,Pieces,0.74061,0.042532353,3.08287,5.37285,Pieces,2.31794,Yes,1,0,1
2024-2025,Nanaimo,2025,1,Area 17,Angling from boat,SALMON,Chinook,Not Applicable,Released,Sublegal Size,77.69245397,975.1743401,Pieces,0.74061,0.042532353,104.90333,1814.17706,Pieces,42.59316,Yes,0.44082,0,1
2024-2025,Nanaimo,2025,1,Area 17,Angling from boat,SALMON,Chinook,Not Checked,Kept,Legal Size (All or Lower),127.7462932,16063.62285,Pieces,0.91017,0.031935847,140.35432,19415.17517,Pieces,139.33835,Yes,1,0,1
2024-2025,Nanaimo,2025,1,Area 17,Angling from boat,SALMON,Chinook,Not Checked,Released,Legal Size (All or Lower),510.985173,257017.9656,Pieces,0.74061,0.042532353,689.95176,470150.6276,Pieces,685.67531,Yes,1,0,1
2024-2025,Nanaimo,2025,1,Area 17,Angling from boat,SALMON,Coho,Adipose Marked,Kept,Legal Size,0,0,Pieces,0.91962,0.042070774,0,0,Pieces,0,Yes,0,0,0
2024-2025,Nanaimo,2025,1,Area 17,Angling from boat,SALMON,Coho,Adipose Marked,Released,Unspecified,0,0,Pieces,0.87027,0.039229669,0,0,Pieces,0,Yes,0,0,0
2024-2025,Nanaimo,2025,1,Area 17,Angling from boat,SALMON,Coho,Not Adipose Marked,Kept,Legal Size,0,0,Pieces,0.91962,0.042070774,0,0,Pieces,0,Yes,0,0,0
2024-2025,Nanaimo,2025,1,Area 17,Angling from boat,SALMON,Coho,Not Adipose Marked,Released,Unspecified,0,0,Pieces,0.87027,0.039229669,0,0,Pieces,0,Yes,0,0,0
2024-2025,Nanaimo,2025,1,Area 17,Angling from boat,SALMON,Coho,Not Checked,Kept,Legal Size,0,0,Pieces,0.91962,0.042070774,0,0,Pieces,0,Yes,0,0,0
2024-2025,Nanaimo,2025,1,Area 17,Angling from boat,SALMON,Coho,Not Checked,Released,Unspecified,0,0,Pieces,0.87027,0.039229669,0,0,Pieces,0,Yes,0,0,0
2024-2025,Nanaimo,2025,1,Area 17,Angling from boat,EFFORT,Adult effort,Not Applicable,N/A,N/A,252.0788254,8932.135247,Fisher days,1.74168,0.056963707,144.73315,2966.9551,Boat trips,54.46976,Yes,0.47129,0,0.99243
2024-2025,Nanaimo,2025,1,Area 17,Angling from boat,EFFORT,Juvenile effort,Not Applicable,N/A,N/A,32.09798129,998.1824216,Fisher days,1.74168,0.056963707,18.42932,329.42187,Boat trips,18.14998,Yes,0,0,1
2024-2025,Nanaimo,2025,1,Area 17,Angling from boat,HALIBUT,Halibut,Not Applicable,Kept,Legal Size,0,0,Pieces,1.05829,0.092467499,0,0,Pieces,0,Yes,0,0,0
2024-2025,Nanaimo,2025,1,Area 17,Angling from boat,HALIBUT,Halibut,Not Applicable,Released,Unspecified,0,0,Pieces,1.33711,0.235809154,0,0,Pieces,0,Yes,0,0,0
2024-2025,Nanaimo,2025,1,Area 17,Angling from boat,LINGCOD,Lingcod,Not Applicable,Kept,Legal Size,0,0,Pieces,1.18745,0.105912586,0,0,Pieces,0,Yes,0,0,0
2024-2025,Nanaimo,2025,1,Area 17,Angling from boat,LINGCOD,Lingcod,Not Applicable,Released,Unspecified,0,0,Pieces,0.76898,0.05721003,0,0,Pieces,0,Yes,0,0,0
2024-2025,Nanaimo,2025,1,Area 17,Angling from boat,FINFISH,Other and unknown finfish,Not Applicable,Kept,Legal Size,2170.826709,4603947.265,Pieces,NA,NA,2170.826709,4603947.265,Pieces,2145.68107,No,0,0,1
2024-2025,Nanaimo,2025,1,Area 17,Angling from boat,FINFISH,Other and unknown finfish,Not Applicable,Released,Unspecified,868.3306836,736631.5625,Pieces,NA,NA,868.3306836,736631.5625,Pieces,858.27243,No,0,0,1
2024-2025,Nanaimo,2025,1,Area 18,Angling from boat,SALMON,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),36.64466377,41.93836395,Pieces,0.91017,0.031935847,40.26134,52.62083,Pieces,7.25402,Yes,0,0,0.06231
2024-2025,Nanaimo,2025,1,Area 18,Angling from boat,SALMON,Chinook,Adipose Marked,Released,Legal Size (All or Lower),26.72043011,78.36528516,Pieces,0.74061,0.042532353,36.07895,147.16423,Pieces,12.13113,Yes,0,0,0
2024-2025,Nanaimo,2025,1,Area 18,Angling from boat,SALMON,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),12.20303605,12.6965108,Pieces,0.91017,0.031935847,13.40743,15.54768,Pieces,3.94305,Yes,0,0,0.18318
2024-2025,Nanaimo,2025,1,Area 18,Angling from boat,SALMON,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),1.908602151,1.734160018,Pieces,0.74061,0.042532353,2.57707,3.18353,Pieces,1.78424,Yes,0,0,0
2024-2025,Nanaimo,2025,1,Area 18,Angling from boat,SALMON,Chinook,Not Applicable,Released,Sublegal Size,448.9169449,72423.19763,Pieces,0.74061,0.042532353,606.14486,133249.6316,Pieces,365.03374,Yes,0.02034,0,0.89733
2024-2025,Nanaimo,2025,1,Area 18,Angling from boat,SALMON,Chinook,Not Checked,Kept,Legal Size (All or Lower),6.100412321,9.866470917,Pieces,0.91017,0.031935847,6.7025,11.96545,Pieces,3.45911,Yes,0.37427,0,0.37427
2024-2025,Nanaimo,2025,1,Area 18,Angling from boat,SALMON,Chinook,Not Checked,Released,Legal Size (All or Lower),4.56641604,11.71932337,Pieces,0.74061,0.042532353,6.16575,21.49139,Pieces,4.63588,Yes,0,0,1
2024-2025,Nanaimo,2025,1,Area 18,Angling from boat,SALMON,Coho,Adipose Marked,Kept,Legal Size,0,0,Pieces,0.91962,0.042070774,0,0,Pieces,0,Yes,0,0,0
2024-2025,Nanaimo,2025,1,Area 18,Angling from boat,SALMON,Coho,Adipose Marked,Released,Unspecified,0,0,Pieces,0.87027,0.039229669,0,0,Pieces,0,Yes,0,0,0
2024-2025,Nanaimo,2025,1,Area 18,Angling from boat,SALMON,Coho,Not Adipose Marked,Kept,Legal Size,2.943502825,5.720706055,Pieces,0.91962,0.042070774,3.20078,6.7859,Pieces,2.60498,Yes,0,0,1
2024-2025,Nanaimo,2025,1,Area 18,Angling from boat,SALMON,Coho,Not Adipose Marked,Released,Unspecified,0,0,Pieces,0.87027,0.039229669,0,0,Pieces,0,Yes,0,0,0
2024-2025,Nanaimo,2025,1,Area 18,Angling from boat,SALMON,Coho,Not Checked,Kept,Legal Size,0,0,Pieces,0.91962,0.042070774,0,0,Pieces,0,Yes,0,0,0
2024-2025,Nanaimo,2025,1,Area 18,Angling from boat,SALMON,Coho,Not Checked,Released,Unspecified,0,0,Pieces,0.87027,0.039229669,0,0,Pieces,0,Yes,0,0,0
2024-2025,Nanaimo,2025,1,Area 18,Angling from boat,EFFORT,Adult effort,Not Applicable,N/A,N/A,281.6926731,9148.285915,Fisher days,1.74168,0.056963707,161.73618,3043.78492,Boat trips,55.17051,Yes,0.00811,0,0.6795
2024-2025,Nanaimo,2025,1,Area 18,Angling from boat,EFFORT,Juvenile effort,Not Applicable,N/A,N/A,3.817204301,6.936640074,Fisher days,1.74168,0.056963707,2.19168,2.29186,Boat trips,1.51389,Yes,0,0,0
2024-2025,Nanaimo,2025,1,Area 18,Angling from boat,HALIBUT,Halibut,Not Applicable,Kept,Legal Size,0,0,Pieces,1.05829,0.092467499,0,0,Pieces,0,Yes,0,0,0
2024-2025,Nanaimo,2025,1,Area 18,Angling from boat,HALIBUT,Halibut,Not Applicable,Released,Unspecified,0,0,Pieces,1.33711,0.235809154,0,0,Pieces,0,Yes,0,0,0
2024-2025,Nanaimo,2025,1,Area 18,Angling from boat,LINGCOD,Lingcod,Not Applicable,Kept,Legal Size,0,0,Pieces,1.18745,0.105912586,0,0,Pieces,0,Yes,0,0,0
2024-2025,Nanaimo,2025,1,Area 18,Angling from boat,LINGCOD,Lingcod,Not Applicable,Released,Unspecified,4.241935484,4.84527113,Pieces,0.76898,0.05721003,5.51631,8.36228,Pieces,2.89176,Yes,0,0,0
2024-2025,Nanaimo,2025,1,Area 18,Angling from boat,ROCKFISH,Quillback,Not Applicable,Released,Unspecified,4.666666667,12.44444444,Pieces,1.64474,0.198483842,2.83733,4.71749,Pieces,2.17198,Yes,0,0,0
2024-2025,Nanaimo,2025,1,Area 18,Angling from boat,SALMON,Unknown Salmonid,Not Applicable,Released,Unspecified,8.830508475,51.4863545,Pieces,NA,NA,8.830508475,51.48635,Pieces,7.1754,No,0,0,1
2024-2025,Nanaimo,2025,1,Area 18,Angling from boat,FINFISH,all flatfish but halibut,Not Applicable,Kept,Legal Size,100.8603599,8995.361118,Pieces,NA,NA,100.8603599,8995.36112,Pieces,94.84388,No,0,0,1
2024-2025,Nanaimo,2025,1,Area 18,Angling from boat,FINFISH,all flatfish but halibut,Not Applicable,Released,Unspecified,3.817204301,6.936640074,Pieces,NA,NA,3.817204301,6.93664,Pieces,2.63375,No,0,0,0
2024-2025,Victoria,2025,1,Area 19 (GS),Angling from boat,SALMON,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),0,0,Pieces,0.91017,0.031935847,0,0,Pieces,0,Yes,0,0,0
2024-2025,Victoria,2025,1,Area 19 (GS),Angling from boat,SALMON,Chinook,Adipose Marked,Released,Legal Size (All or Lower),0,0,Pieces,0.74061,0.042532353,0,0,Pieces,0,Yes,0,0,0
2024-2025,Victoria,2025,1,Area 19 (GS),Angling from boat,SALMON,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),0,0,Pieces,0.91017,0.031935847,0,0,Pieces,0,Yes,0,0,0
2024-2025,Victoria,2025,1,Area 19 (GS),Angling from boat,SALMON,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),0,0,Pieces,0.74061,0.042532353,0,0,Pieces,0,Yes,0,0,0
2024-2025,Victoria,2025,1,Area 19 (GS),Angling from boat,SALMON,Chinook,Not Applicable,Released,Sublegal Size,0,0,Pieces,0.74061,0.042532353,0,0,Pieces,0,Yes,0,0,0
2024-2025,Victoria,2025,1,Area 19 (GS),Angling from boat,SALMON,Chinook,Not Checked,Kept,Legal Size (All or Lower),0,0,Pieces,0.91017,0.031935847,0,0,Pieces,0,Yes,0,0,0
2024-2025,Victoria,2025,1,Area 19 (GS),Angling from boat,SALMON,Chinook,Not Checked,Released,Legal Size (All or Lower),0,0,Pieces,0.74061,0.042532353,0,0,Pieces,0,Yes,0,0,0
2024-2025,Victoria,2025,1,Area 19 (GS),Angling from boat,SALMON,Coho,Adipose Marked,Kept,Legal Size,0,0,Pieces,0.91962,0.042070774,0,0,Pieces,0,Yes,0,0,0
